ts,key,raw
18:46:53,volt,30 8E
18:46:53,D400,0B 24
18:46:54,D401,0B 08
18:46:54,D402,0A EB
18:46:54,D403,0A D1
18:46:54,D406,01
18:46:54,D40C,03
18:46:54,D464,01
18:46:54,D479,AE
18:46:54,D46D,00
18:46:55,speed,19
18:46:55,rpm,1B C4
18:46:55,volt,33 AE
18:46:55,D400,08 DA
18:46:55,D401,08 A4
18:46:56,D402,08 72
18:46:56,D403,08 32
18:46:56,D406,01
18:46:56,D40C,01
18:46:56,D464,01
18:46:56,D479,AC
18:46:56,D46D,00
18:46:57,speed,13
18:46:57,rpm,14 3C
18:46:57,volt,39 62
18:46:57,D400,06 5C
18:46:57,D401,06 6E
18:46:57,D402,06 14
18:46:57,D403,06 52
18:46:57,D406,00
18:46:58,D40C,00
18:46:58,D464,01
18:46:58,D479,AC
18:46:58,D46D,00
18:46:58,speed,0E
18:46:58,rpm,10 80
18:46:58,volt,37 00
18:46:59,D400,04 EB
18:46:59,D401,05 8B
18:46:59,D402,05 1C
18:46:59,D403,05 B5
18:46:59,D406,00
18:47:00,D40C,00
18:47:00,D464,01
18:47:00,D479,AE
18:47:00,D46D,00
18:47:00,speed,0F
18:47:00,rpm,11 44
18:47:00,volt,32 64
18:47:01,D400,06 5B
18:47:01,D401,06 87
18:47:01,D402,06 5F
18:47:01,D403,06 BB
18:47:01,D406,00
18:47:01,D40C,00
18:47:01,D464,01
18:47:01,D479,AE
18:47:01,D46D,00
18:47:02,speed,11
18:47:02,rpm,13 98
18:47:02,volt,31 D8
18:47:02,D400,06 C5
18:47:02,D401,07 1C
18:47:02,D402,06 E8
18:47:02,D403,07 35
18:47:02,D406,00
18:47:02,D40C,00
18:47:03,D464,01
18:47:03,D479,AE
18:47:03,D46D,00
18:47:03,speed,12
18:47:03,rpm,14 C0
18:47:03,volt,31 4C
18:47:03,D400,07 59
18:47:03,D401,07 6F
18:47:04,D402,07 63
18:47:04,D403,07 76
18:47:04,D406,00
18:47:04,D40C,00
18:47:04,D464,01
18:47:04,D479,AE
18:47:04,D46D,00
18:47:04,speed,13
18:47:04,rpm,16 98
18:47:04,volt,30 E8
18:47:05,D400,07 DA
18:47:05,D401,07 DD
18:47:05,D402,07 EB
18:47:05,D403,07 EF
18:47:05,D406,00
18:47:05,D40C,00
18:47:05,D464,01
18:47:05,D479,AE
18:47:05,D46D,00
18:47:06,speed,14
18:47:06,rpm,16 E8
18:47:06,volt,30 5C
18:47:06,D400,07 D4
18:47:06,D401,07 59
18:47:06,D402,07 A4
18:47:06,D403,07 4D
18:47:06,D406,01
18:47:06,D40C,06
18:47:06,D464,01
18:47:06,D479,AE
18:47:07,D46D,00
18:47:07,speed,11
18:47:07,rpm,12 C4
18:47:07,volt,30 2A
18:47:07,D400,06 61
18:47:07,D401,05 C2
18:47:07,D402,06 77
18:47:08,D403,05 CE
18:47:08,D406,00
18:47:08,D40C,00
18:47:08,D464,01
18:47:08,D479,A9
18:47:08,D46D,00
18:47:08,speed,0F
18:47:08,rpm,11 38
18:47:08,volt,30 2A
18:47:09,D400,06 10
18:47:09,D401,05 2A
18:47:09,D402,06 47
18:47:09,D403,05 66
18:47:09,D406,00
18:47:09,D40C,00
18:47:09,D464,01
18:47:09,D479,AB
18:47:09,D46D,00
18:47:09,speed,0F
18:47:09,rpm,11 3C
18:47:10,volt,30 2A
18:47:10,D400,06 28
18:47:10,D401,05 8A
18:47:10,D402,06 29
18:47:10,D403,05 9E
18:47:10,D406,00
18:47:10,D40C,00
18:47:10,D464,01
18:47:10,D479,AB
18:47:10,D46D,00
18:47:11,speed,0E
18:47:11,rpm,11 40
18:47:11,volt,30 16
18:47:11,D400,05 EB
18:47:11,D401,06 20
18:47:11,D402,06 1D
18:47:11,D403,06 80
18:47:11,D406,00
18:47:11,D40C,00
18:47:12,D464,01
18:47:12,D479,AC
18:47:12,D46D,00
18:47:12,speed,12
18:47:12,rpm,15 B8
18:47:12,volt,2F E4
18:47:12,D400,08 36
18:47:13,D401,08 25
18:47:13,D402,08 77
18:47:13,D403,08 81
18:47:13,D406,00
18:47:13,D40C,00
18:47:13,D464,01
18:47:13,D479,AC
18:47:13,D46D,00
18:47:13,speed,18
18:47:13,rpm,1C 20
18:47:14,volt,30 02
18:47:14,D400,0A 61
18:47:14,D401,0A 27
18:47:14,D402,0A 84
18:47:14,D403,0A 53
18:47:14,D406,00
18:47:14,D40C,00
18:47:14,D464,01
18:47:14,D479,AE
18:47:14,D46D,00
18:47:15,speed,1B
18:47:15,rpm,1E DC
18:47:15,volt,30 02
18:47:15,D400,0A A7
18:47:15,D401,0A A8
18:47:15,D402,0A BD
18:47:15,D403,0A B7
18:47:15,D406,00
18:47:16,D40C,00
18:47:16,D464,01
18:47:16,D479,AE
18:47:16,D46D,00
18:47:16,speed,1B
18:47:16,rpm,1E FC
18:47:16,volt,30 02
18:47:16,D400,0A 90
18:47:17,D401,0A 9B
18:47:17,D402,0A 7F
18:47:17,D403,0A 82
18:47:17,D406,00
18:47:17,D40C,00
18:47:17,D464,01
18:47:17,D479,AE
18:47:17,D46D,00
18:47:17,speed,1A
18:47:17,rpm,1D B8
18:47:17,volt,30 02
18:47:18,D400,09 F8
18:47:18,D401,09 F0
18:47:18,D402,09 ED
18:47:18,D403,09 E1
18:47:18,D406,00
18:47:18,D40C,00
18:47:18,D464,01
18:47:18,D479,AE
18:47:18,D46D,00
18:47:19,speed,19
18:47:19,rpm,1C 40
18:47:19,volt,31 74
18:47:19,D400,09 EE
18:47:19,D401,09 F8
18:47:19,D402,0A 00
18:47:19,D403,0A 15
18:47:19,D406,00
18:47:19,D40C,00
18:47:19,D464,01
18:47:20,D479,AE
18:47:20,D46D,00
18:47:20,speed,1A
18:47:20,rpm,1E 70
18:47:20,volt,30 5C
18:47:20,D400,0A C6
18:47:20,D401,0A 72
18:47:21,D402,0A D5
18:47:21,D403,0A B1
18:47:21,D406,00
18:47:21,D40C,00
18:47:21,D464,01
18:47:21,D479,B0
18:47:21,D46D,00
18:47:21,speed,1C
18:47:21,rpm,20 58
18:47:21,volt,30 16
18:47:22,D400,0B 43
18:47:22,D401,0B 70
18:47:22,D402,0B 58
18:47:22,D403,0B 96
18:47:22,D406,00
18:47:22,D40C,00
18:47:22,D464,01
18:47:22,D479,B0
18:47:22,D46D,00
18:47:23,speed,1E
18:47:23,rpm,22 1C
18:47:23,volt,30 2A
18:47:23,D400,0B B2
18:47:23,D401,0B BD
18:47:23,D402,0B C5
18:47:23,D403,0B D5
18:47:23,D406,00
18:47:23,D40C,00
18:47:23,D464,01
18:47:24,D479,B0
18:47:24,D46D,00
18:47:24,speed,1E
18:47:24,rpm,22 30
18:47:24,volt,30 16
18:47:24,D400,0B CE
18:47:24,D401,0B C8
18:47:25,D402,0B CE
18:47:25,D403,0B DC
18:47:25,D406,00
18:47:25,D40C,00
18:47:25,D464,01
18:47:25,D479,B0
18:47:25,D46D,00
18:47:25,speed,1E
18:47:25,rpm,21 F4
18:47:25,volt,30 16
18:47:26,D400,0B A8
18:47:26,D401,0B 9B
18:47:26,D402,0B B1
18:47:26,D403,0B CF
18:47:26,D406,00
18:47:26,D40C,00
18:47:26,D464,01
18:47:26,D479,B0
18:47:26,D46D,00
18:47:27,speed,1E
18:47:27,rpm,22 1C
18:47:27,volt,30 02
18:47:27,D400,0B AB
18:47:27,D401,0B BA
18:47:27,D402,0B B5
18:47:27,D403,0B BB
18:47:27,D406,00
18:47:27,D40C,00
18:47:27,D464,01
18:47:27,D479,B0
18:47:28,D46D,00
18:47:28,speed,1E
18:47:28,rpm,22 48
18:47:28,volt,30 16
18:47:28,D400,0B CE
18:47:28,D401,0B E6
18:47:28,D402,0B D2
18:47:29,D403,0B E4
18:47:29,D406,00
18:47:29,D40C,00
18:47:29,D464,01
18:47:29,D479,B0
18:47:29,D46D,00
18:47:29,speed,1F
18:47:29,rpm,22 F8
18:47:29,volt,2F E4
18:47:30,D400,0C 2D
18:47:30,D401,0C 6D
18:47:30,D402,0C 6C
18:47:30,D403,0C 8E
18:47:30,D406,00
18:47:30,D40C,00
18:47:30,D464,01
18:47:30,D479,B0
18:47:30,D46D,00
18:47:30,speed,21
18:47:31,rpm,25 BC
18:47:31,volt,2F E4
18:47:31,D400,0D 6A
18:47:31,D401,0D 5A
18:47:31,D402,0D 67
18:47:31,D403,0D 71
18:47:31,D406,00
18:47:31,D40C,00
18:47:31,D464,01
18:47:31,D479,B0
18:47:32,D46D,00
18:47:32,speed,23
18:47:32,rpm,27 BC
18:47:32,volt,30 48
18:47:32,D400,0D C6
18:47:32,D401,0D E0
18:47:32,D402,0D C8
18:47:32,D403,0D E7
18:47:32,D406,00
18:47:33,D40C,00
18:47:33,D464,01
18:47:33,D479,B0
18:47:33,D46D,00
18:47:33,speed,23
18:47:33,rpm,27 5C
18:47:33,volt,30 5C
18:47:34,D400,0D 27
18:47:34,D401,0C FC
18:47:34,D402,0D 0D
18:47:34,D403,0D 2C
18:47:34,D406,00
18:47:34,D40C,00
18:47:34,D464,01
18:47:34,D479,B0
18:47:34,D46D,00
18:47:34,speed,21
18:47:35,rpm,24 2C
18:47:35,volt,33 9A
18:47:35,D400,0C D6
18:47:35,D401,0C D5
18:47:35,D402,0C F3
18:47:35,D403,0D 02
18:47:35,D406,00
18:47:35,D40C,00
18:47:35,D464,01
18:47:35,D479,B0
18:47:36,D46D,00
18:47:36,speed,22
18:47:36,rpm,26 9C
18:47:36,volt,36 EC
18:47:36,D400,0D 3A
18:47:36,D401,0D 3A
18:47:36,D402,0D 52
18:47:36,D403,0D 54
18:47:36,D406,00
18:47:37,D40C,00
18:47:37,D464,01
18:47:37,D479,B0
18:47:37,D46D,00
18:47:37,speed,22
18:47:37,rpm,27 40
18:47:37,volt,37 5A
18:47:38,D400,0D 5E
18:47:38,D401,0D 4D
18:47:38,D402,0D 64
18:47:38,D403,0D 5D
18:47:38,D406,00
18:47:38,D40C,00
18:47:38,D464,01
18:47:38,D479,B0
18:47:38,D46D,00
18:47:38,speed,22
18:47:38,rpm,25 B8
18:47:38,volt,38 04
18:47:39,D400,0C C6
18:47:39,D401,0C AC
18:47:39,D402,0C 8E
18:47:39,D403,0C 91
18:47:39,D406,00
18:47:39,D40C,00
18:47:39,D464,01
18:47:39,D479,B0
18:47:39,D46D,00
18:47:40,speed,1E
18:47:40,rpm,21 8C
18:47:40,volt,37 5A
18:47:40,D400,0B 34
18:47:40,D401,0B 1C
18:47:40,D402,0B 3B
18:47:40,D403,0B 14
18:47:40,D406,00
18:47:41,D40C,00
18:47:41,D464,01
18:47:41,D479,B0
18:47:41,D46D,00
18:47:41,speed,1C
18:47:41,rpm,1E D8
18:47:41,volt,37 32
18:47:41,D400,0A 72
18:47:41,D401,0A 74
18:47:42,D402,0A 71
18:47:42,D403,0A 76
18:47:42,D406,00
18:47:42,D40C,00
18:47:42,D464,01
18:47:42,D479,B0
18:47:42,D46D,00
18:47:42,speed,1A
18:47:42,rpm,1D 50
18:47:42,volt,38 04
18:47:43,D400,09 EA
18:47:43,D401,09 DD
18:47:43,D402,09 E3
18:47:43,D403,09 E3
18:47:43,D406,00
18:47:43,D40C,00
18:47:43,D464,01
18:47:43,D479,B0
18:47:43,D46D,00
18:47:43,speed,18
18:47:44,rpm,1B 50
18:47:44,volt,38 18
18:47:44,D400,09 45
18:47:44,D401,09 2E
18:47:44,D402,09 36
18:47:44,D403,09 2D
18:47:44,D406,00
18:47:44,D40C,00
18:47:44,D464,01
18:47:44,D479,B0
18:47:44,D46D,00
18:47:45,speed,17
18:47:45,rpm,1A DC
18:47:45,volt,35 B6
18:47:45,D400,09 1E
18:47:45,D401,09 21
18:47:45,D402,09 17
18:47:45,D403,09 07
18:47:46,D406,00
18:47:46,D40C,00
18:47:46,D464,01
18:47:46,D479,B0
18:47:46,D46D,00
18:47:46,speed,16
18:47:46,rpm,18 D8
18:47:46,volt,34 3A
18:47:46,D400,08 46
18:47:47,D401,08 4C
18:47:47,D402,08 64
18:47:47,D403,08 48
18:47:47,D406,00
18:47:47,D40C,00
18:47:47,D464,01
18:47:47,D479,B0
18:47:47,D46D,00
18:47:47,speed,15
18:47:47,rpm,17 8C
18:47:47,volt,33 7C
18:47:48,D400,07 F5
18:47:48,D401,07 D1
18:47:48,D402,07 BD
18:47:48,D403,07 AC
18:47:48,D406,00
18:47:48,D40C,00
18:47:48,D464,01
18:47:48,D479,B0
18:47:48,D46D,00
18:47:49,speed,12
18:47:49,rpm,14 20
18:47:49,volt,32 DC
18:47:49,D400,06 83
18:47:49,D401,06 02
18:47:49,D402,06 5B
18:47:49,D403,05 E9
18:47:49,D406,01
18:47:50,D40C,07
18:47:50,D464,01
18:47:50,D479,B0
18:47:50,D46D,00
18:47:50,speed,0C
18:47:50,rpm,0E F4
18:47:50,volt,32 32
18:47:50,D400,03 D7
18:47:51,D401,03 62
18:47:51,D402,03 9F
18:47:51,D403,03 77
18:47:51,D406,00
18:47:51,D40C,00
18:47:51,D464,01
18:47:51,D479,A9
18:47:51,D46D,00
18:47:51,speed,0B
18:47:51,rpm,1D F4
18:47:51,volt,31 D8
18:47:52,D400,06 1D
18:47:52,D401,05 B0
18:47:52,D402,06 1D
18:47:52,D403,05 BC
18:47:52,D406,00
18:47:52,D40C,00
18:47:52,D464,01
18:47:52,D479,AB
18:47:52,D46D,00
18:47:53,speed,0D
18:47:53,rpm,15 34
18:47:53,volt,31 74
18:47:53,D400,04 D5
18:47:53,D401,04 E4
18:47:53,D402,04 CA
18:47:53,D403,04 FF
18:47:53,D406,00
18:47:53,D40C,00
18:47:53,D464,01
18:47:54,D479,AB
18:47:54,D46D,00
18:47:54,speed,0C
18:47:54,rpm,0E 3C
18:47:54,volt,30 E8
18:47:54,D400,04 21
18:47:54,D401,05 5B
18:47:54,D402,04 93
18:47:54,D403,05 D2
18:47:55,D406,00
18:47:55,D40C,00
18:47:55,D464,01
18:47:55,D479,AC
18:47:55,D46D,00
18:47:55,speed,0D
18:47:55,rpm,0F 90
18:47:55,volt,30 D4
18:47:56,D400,03 EA
18:47:56,D401,05 A1
18:47:56,D402,04 D4
18:47:56,D403,06 4F
18:47:56,D406,00
18:47:56,D40C,00
18:47:56,D464,01
18:47:56,D479,AC
18:47:56,D46D,00
18:47:56,speed,0D
18:47:57,rpm,0F 58
18:47:57,volt,30 A2
18:47:57,D400,03 8D
18:47:57,D401,05 17
18:47:57,D402,04 6B
18:47:57,D403,05 BF
18:47:57,D406,00
18:47:57,D40C,00
18:47:57,D464,01
18:47:57,D479,AC
18:47:57,D46D,00
18:47:58,speed,0D
18:47:58,rpm,0F A8
18:47:58,volt,30 5C
18:47:58,D400,04 83
18:47:58,D401,05 A6
18:47:58,D402,05 1B
18:47:58,D403,06 14
18:47:59,D406,00
18:47:59,D40C,00
18:47:59,D464,01
18:47:59,D479,AE
18:47:59,D46D,00
18:47:59,speed,10
18:47:59,rpm,12 B8
18:47:59,volt,30 48
18:47:59,D400,06 85
18:48:00,D401,07 1E
18:48:00,D402,06 D2
18:48:00,D403,07 6A
18:48:00,D406,00
18:48:00,D40C,00
18:48:00,D464,01
18:48:00,D479,AE
18:48:00,D46D,00
18:48:00,speed,13
18:48:00,rpm,16 9C
18:48:00,volt,30 48
18:48:01,D400,08 12
18:48:01,D401,08 6C
18:48:01,D402,08 58
18:48:01,D403,08 B9
18:48:01,D406,00
18:48:01,D40C,00
18:48:01,D464,01
18:48:01,D479,AE
18:48:01,D46D,00
18:48:02,speed,18
18:48:02,rpm,1B E4
18:48:02,volt,30 5C
18:48:02,D400,0A 10
18:48:02,D401,0A 81
18:48:02,D402,0A 7C
18:48:02,D403,0A DB
18:48:02,D406,00
18:48:03,D40C,00
18:48:03,D464,01
18:48:03,D479,AE
18:48:03,D46D,00
18:48:03,speed,1C
18:48:03,rpm,21 68
18:48:03,volt,30 2A
18:48:03,D400,0B F7
18:48:04,D401,0C 16
18:48:04,D402,0C 71
18:48:04,D403,0C 9E
18:48:04,D406,00
18:48:04,D40C,00
18:48:04,D464,01
18:48:04,D479,AE
18:48:04,D46D,00
18:48:04,speed,22
18:48:04,rpm,28 1C
18:48:05,volt,30 48
18:48:05,D400,0E 3D
18:48:05,D401,0E 78
18:48:05,D402,0E A4
18:48:05,D403,0E A9
18:48:05,D406,00
18:48:05,D40C,00
18:48:05,D464,01
18:48:05,D479,B0
18:48:05,D46D,00
18:48:06,speed,27
18:48:06,rpm,2C 70
18:48:06,volt,30 5C
18:48:06,D400,0F 9E
18:48:06,D401,0F 9C
18:48:06,D402,0F BD
18:48:06,D403,0F B1
18:48:06,D406,00
18:48:06,D40C,00
18:48:07,D464,01
18:48:07,D479,B0
18:48:07,D46D,00
18:48:07,speed,28
18:48:07,rpm,2D 98
18:48:07,volt,30 5C
18:48:07,D400,0F D4
18:48:07,D401,0F C8
18:48:08,D402,0F E1
18:48:08,D403,0F CF
18:48:08,D406,00
18:48:08,D40C,00
18:48:08,D464,01
18:48:08,D479,B0
18:48:08,D46D,00
18:48:08,speed,28
18:48:08,rpm,2D 94
18:48:08,volt,33 F4
18:48:09,D400,0F B1
18:48:09,D401,0F 8C
18:48:09,D402,0F 93
18:48:09,D403,0F 6C
18:48:09,D406,00
18:48:09,D40C,00
18:48:09,D464,01
18:48:09,D479,B0
18:48:09,D46D,00
18:48:10,speed,27
18:48:10,rpm,2B E8
18:48:10,volt,38 EA
18:48:10,D400,0F 09
18:48:10,D401,0E E8
18:48:10,D402,0E EE
18:48:10,D403,0E E4
18:48:10,D406,00
18:48:10,D40C,00
18:48:10,D464,01
18:48:11,D479,B0
18:48:11,D46D,00
18:48:11,speed,26
18:48:11,rpm,2A 04
18:48:11,volt,39 62
18:48:11,D400,0E 59
18:48:11,D401,0E 4A
18:48:11,D402,0E 41
18:48:12,D403,0E 20
18:48:12,D406,00
18:48:12,D40C,00
18:48:12,D464,01
18:48:12,D479,B0
18:48:12,D46D,00
18:48:12,speed,23
18:48:12,rpm,27 A4
18:48:12,volt,39 80
18:48:13,D400,0D 78
18:48:13,D401,0D 4E
18:48:13,D402,0D 60
18:48:13,D403,0D 4D
18:48:13,D406,00
18:48:13,D40C,00
18:48:13,D464,01
18:48:13,D479,B0
18:48:13,D46D,00
18:48:14,speed,21
18:48:14,rpm,25 0C
18:48:14,volt,39 94
18:48:14,D400,0C A3
18:48:14,D401,0C 9F
18:48:14,D402,0C 9F
18:48:14,D403,0C 81
18:48:14,D406,00
18:48:14,D40C,00
18:48:14,D464,01
18:48:14,D479,B0
18:48:15,D46D,00
18:48:15,speed,20
18:48:15,rpm,23 CC
18:48:15,volt,37 78
18:48:15,D400,0C 51
18:48:15,D401,0C 3A
18:48:15,D402,0C 50
18:48:15,D403,0C 37
18:48:16,D406,00
18:48:16,D40C,00
18:48:16,D464,01
18:48:16,D479,B0
18:48:16,D46D,00
18:48:16,speed,1F
18:48:16,rpm,23 50
18:48:16,volt,34 80
18:48:17,D400,0C 32
18:48:17,D401,0C 1F
18:48:17,D402,0C 1B
18:48:17,D403,0C 15
18:48:17,D406,00
18:48:17,D40C,00
18:48:17,D464,01
18:48:17,D479,B0
18:48:17,D46D,00
18:48:17,speed,1F
18:48:18,rpm,22 28
18:48:18,volt,33 68
18:48:18,D400,0B 31
18:48:18,D401,0A FA
18:48:18,D402,0A DD
18:48:18,D403,0A 8D
18:48:18,D406,01
18:48:18,D40C,0D
18:48:18,D464,01
18:48:18,D479,B0
18:48:19,D46D,00
18:48:19,speed,17
18:48:19,rpm,17 90
18:48:19,volt,32 DC
18:48:19,D400,07 AE
18:48:19,D401,07 59
18:48:19,D402,07 4C
18:48:20,D403,07 05
18:48:20,D406,01
18:48:20,D40C,07
18:48:20,D464,01
18:48:20,D479,A9
18:48:20,D46D,00
18:48:20,speed,10
18:48:20,rpm,0F 54
18:48:20,volt,32 32
18:48:21,D400,05 59
18:48:21,D401,04 FA
18:48:21,D402,05 1B
18:48:21,D403,04 87
18:48:21,D406,01
18:48:21,D40C,09
18:48:21,D464,01
18:48:21,D479,A8
18:48:21,D46D,00
18:48:22,speed,0A
18:48:22,rpm,0D 98
18:48:22,volt,31 74
18:48:22,D400,03 E2
18:48:22,D401,03 7B
18:48:22,D402,03 D1
18:48:22,D403,03 84
18:48:22,D406,01
18:48:22,D40C,02
18:48:22,D464,01
18:48:23,D479,A8
18:48:23,D46D,00
18:48:23,speed,08
18:48:23,rpm,0D B4
18:48:23,volt,31 06
18:48:23,D400,02 F2
18:48:23,D401,03 1A
18:48:24,D402,02 DE
18:48:24,D403,03 1D
18:48:24,D406,01
18:48:24,D40C,00
18:48:24,D464,01
18:48:24,D479,A6
18:48:24,D46D,00
18:48:24,speed,07
18:48:24,rpm,0D 60
18:48:24,volt,30 A2
18:48:25,D400,02 7D
18:48:25,D401,02 97
18:48:25,D402,02 65
18:48:25,D403,02 91
18:48:25,D406,01
18:48:25,D40C,01
18:48:25,D464,01
18:48:25,D479,A8
18:48:25,D46D,00
18:48:26,speed,05
18:48:26,rpm,0C F8
18:48:26,volt,30 48
18:48:26,D400,01 9A
18:48:26,D401,01 95
18:48:26,D402,01 8A
18:48:26,D403,01 78
18:48:26,D406,01
18:48:26,D40C,03
18:48:27,D464,01
18:48:27,D479,A8
18:48:27,D46D,00
18:48:27,speed,02
18:48:27,rpm,0D 38
18:48:27,volt,30 2A
18:48:27,D400,00 F7
18:48:27,D401,01 04
18:48:28,D402,01 0F
18:48:28,D403,01 1D
18:48:28,D406,00
18:48:28,D40C,00
18:48:28,D464,01
18:48:28,D479,A8
18:48:28,D46D,00
18:48:28,speed,02
18:48:28,rpm,12 F4
18:48:28,volt,31 C4
18:48:29,D400,00 E3
18:48:29,D401,00 F7
18:48:29,D402,00 C4
18:48:29,D403,00 CA
18:48:29,D406,01
18:48:29,D40C,09
18:48:29,D464,01
18:48:29,D479,A8
18:48:29,D46D,00
18:48:29,speed,00
18:48:30,rpm,11 90
18:48:30,volt,32 96
18:48:30,D400,00 10
18:48:30,D401,00 0F
18:48:30,D402,00 0E
18:48:30,D403,00 0D
18:48:30,D406,00
18:48:30,D40C,00
18:48:30,D464,00
18:48:30,D479,A3
18:48:30,D46D,00
18:48:31,speed,00
18:48:31,rpm,10 E0
18:48:31,volt,35 2A
18:48:31,D400,00 62
18:48:31,D401,00 54
18:48:31,D402,00 81
18:48:31,D403,00 6D
18:48:32,D406,00
18:48:32,D40C,00
18:48:32,D464,00
18:48:32,D479,A6
18:48:32,D46D,01
18:48:32,speed,01
18:48:32,rpm,11 00
18:48:32,volt,35 E8
18:48:33,D400,00 EF
18:48:33,D401,00 E5
18:48:33,D402,01 05
18:48:33,D403,00 F5
18:48:33,D406,00
18:48:33,D40C,00
18:48:33,D464,00
18:48:33,D479,A8
18:48:33,D46D,01
18:48:33,speed,02
18:48:33,rpm,11 A8
18:48:34,volt,36 56
18:48:34,D400,01 1A
18:48:34,D401,01 28
18:48:34,D402,01 1C
18:48:34,D403,01 2D
18:48:34,D406,01
18:48:34,D40C,00
18:48:34,D464,00
18:48:34,D479,A8
18:48:34,D46D,01
18:48:35,speed,02
18:48:35,rpm,10 54
18:48:35,volt,36 56
18:48:35,D400,00 F8
18:48:35,D401,01 01
18:48:35,D402,00 F1
18:48:35,D403,00 FC
18:48:35,D406,01
18:48:35,D40C,00
18:48:36,D464,00
18:48:36,D479,A8
18:48:36,D46D,01
18:48:36,speed,02
18:48:36,rpm,0E 04
18:48:36,volt,36 A6
18:48:36,D400,00 E0
18:48:36,D401,00 DF
18:48:37,D402,00 DC
18:48:37,D403,00 D6
18:48:37,D406,01
18:48:37,D40C,01
18:48:37,D464,00
18:48:37,D479,A9
18:48:37,D46D,01
18:48:37,speed,01
18:48:37,rpm,0D 04
18:48:37,volt,36 A6
18:48:38,D400,00 AC
18:48:38,D401,00 AC
18:48:38,D402,00 B4
18:48:38,D403,00 BA
18:48:38,D406,00
18:48:38,D40C,00
18:48:38,D464,00
18:48:38,D479,A8
18:48:38,D46D,01
18:48:39,speed,02
18:48:39,rpm,11 60
18:48:39,volt,36 CE
18:48:39,D400,01 0D
18:48:39,D401,01 09
18:48:39,D402,01 09
18:48:39,D403,01 0B
18:48:39,D406,00
18:48:39,D40C,00
18:48:39,D464,00
18:48:40,D479,A9
18:48:40,D46D,01
18:48:40,speed,02
18:48:40,rpm,11 7C
18:48:40,volt,36 BA
18:48:40,D400,00 DF
18:48:40,D401,00 D6
18:48:40,D402,00 D1
18:48:41,D403,00 C8
18:48:41,D406,01
18:48:41,D40C,02
18:48:41,D464,00
18:48:41,D479,A9
18:48:41,D46D,01
18:48:41,speed,01
18:48:41,rpm,0E BC
18:48:41,volt,36 CE
18:48:42,D400,00 9C
18:48:42,D401,00 A0
18:48:42,D402,00 A5
18:48:42,D403,00 A9
18:48:42,D406,01
18:48:42,D40C,01
18:48:42,D464,00
18:48:42,D479,A9
18:48:42,D46D,01
18:48:43,speed,01
18:48:43,rpm,0D 18
18:48:43,volt,36 BA
18:48:43,D400,00 9D
18:48:43,D401,00 9B
18:48:43,D402,00 97
18:48:43,D403,00 8D
18:48:43,D406,01
18:48:43,D40C,00
18:48:43,D464,00
18:48:43,D479,A8
18:48:44,D46D,01
18:48:44,speed,01
18:48:44,rpm,0F C4
18:48:44,volt,36 CE
18:48:44,D400,00 BB
18:48:44,D401,00 B8
18:48:44,D402,00 B7
18:48:44,D403,00 B6
18:48:45,D406,01
18:48:45,D40C,00
18:48:45,D464,00
18:48:45,D479,A8
18:48:45,D46D,01
18:48:45,speed,01
18:48:45,rpm,10 88
18:48:45,volt,36 EC
18:48:46,D400,00 39
18:48:46,D401,00 31
18:48:46,D402,00 26
18:48:46,D403,00 1C
18:48:46,D406,01
18:48:46,D40C,09
18:48:46,D464,01
18:48:46,D479,A8
18:48:46,D46D,01
18:48:46,speed,00
18:48:46,rpm,0E 40
18:48:47,volt,36 EC
18:48:47,D400,00 00
18:48:47,D401,00 00
18:48:47,D402,00 00
18:48:47,D403,00 00
18:48:47,D406,01
18:48:47,D40C,00
18:48:47,D464,00
18:48:47,D479,A3
18:48:47,D46D,01
18:48:48,speed,00
18:48:48,rpm,04 40
18:48:48,volt,34 E4
18:48:48,D400,00 00
18:48:48,D401,00 00
18:48:49,D402,00 00
18:48:49,D403,00 00
18:48:49,D406,00
18:48:49,D40C,00
18:48:49,D464,00
18:48:49,D479,A3
18:48:49,D46D,01
18:48:50,speed,00
18:48:50,rpm,00 00
18:48:50,volt,34 6C
18:48:50,D400,00 00
18:48:50,D401,00 00
18:48:50,D402,00 00
18:48:51,D403,00 00
18:48:51,D406,00
18:48:51,D40C,00
18:48:51,D464,00
18:48:51,D479,A3
18:48:51,D46D,01
18:48:52,speed,00
18:48:52,rpm,00 00
18:48:52,volt,34 08
18:48:52,D400,00 00
18:48:52,D401,00 00
18:48:52,D402,00 00
18:48:52,D403,00 00
18:48:52,D406,00
18:48:53,D40C,00
18:48:53,D464,00
18:48:53,D479,A3
18:48:53,D46D,01
18:48:53,speed,00
18:48:53,rpm,00 00
18:48:53,volt,33 9A
18:48:54,D400,00 00
18:48:54,D401,00 00
18:48:54,D402,00 00
18:48:54,D403,00 00
18:48:54,D406,00
18:48:54,D40C,00
18:48:54,D464,01
18:48:54,D479,A3
18:48:55,D46D,01
18:48:55,speed,00
18:48:55,rpm,10 7C
18:48:55,volt,32 1E
18:48:56,D400,00 00
18:48:56,D401,00 00
18:48:56,D402,00 00
18:48:56,D403,00 00
18:48:56,D406,00
18:48:56,D40C,00
18:48:56,D464,01
18:48:56,D479,A6
18:48:57,D46D,01
18:48:57,speed,00
18:48:57,rpm,0D C4
18:48:57,volt,31 4C
18:48:58,D400,00 00
18:48:58,D401,00 00
18:48:58,D402,00 00
